"PASSENGERS","DISTANCE","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","YEAR","MONTH",
0.00,8330.00,"SQ","Singapore Airlines Ltd.",12892,"LAX","Los Angeles, CA",14807,"SHJ","Sharjah, United Arab Emirates",2021,1,
0.00,8698.00,"SQ","Singapore Airlines Ltd.",12892,"LAX","Los Angeles, CA",10716,"BOM","Mumbai, India",2021,1,
0.00,5639.00,"SQ","Singapore Airlines Ltd.",12892,"LAX","Los Angeles, CA",10752,"BRU","Brussels, Belgium",2021,1,
0.00,9642.00,"SQ","Singapore Airlines Ltd.",11298,"DFW","Dallas/Fort Worth, TX",14824,"SIN","Singapore, Singapore",2021,1,
0.00,8038.00,"SQ","Singapore Airlines Ltd.",11298,"DFW","Dallas/Fort Worth, TX",14807,"SHJ","Sharjah, United Arab Emirates",2021,1,
0.00,8781.00,"SQ","Singapore Airlines Ltd.",11298,"DFW","Dallas/Fort Worth, TX",10716,"BOM","Mumbai, India",2021,1,
0.00,4959.00,"SQ","Singapore Airlines Ltd.",11298,"DFW","Dallas/Fort Worth, TX",10752,"BRU","Brussels, Belgium",2021,1,
0.00,7260.00,"SQ","Singapore Airlines Ltd.",12143,"HKG","Hong Kong, Hong Kong",12892,"LAX","Los Angeles, CA",2021,1,
0.00,8120.00,"SQ","Singapore Airlines Ltd.",12143,"HKG","Hong Kong, Hong Kong",11298,"DFW","Dallas/Fort Worth, TX",2021,1,
0.00,8758.00,"SQ","Singapore Airlines Ltd.",14824,"SIN","Singapore, Singapore",12892,"LAX","Los Angeles, CA",2021,1,
0.00,9642.00,"SQ","Singapore Airlines Ltd.",14824,"SIN","Singapore, Singapore",11298,"DFW","Dallas/Fort Worth, TX",2021,1,
0.00,4684.00,"5X","United Parcel Service",12173,"HNL","Honolulu, HI",10696,"BNE","Brisbane, Australia",2021,1,
0.00,5569.00,"5X","United Parcel Service",12173,"HNL","Honolulu, HI",12143,"HKG","Hong Kong, Hong Kong",2021,1,
0.00,4577.00,"5X","United Parcel Service",12173,"HNL","Honolulu, HI",12277,"ICN","Seoul, South Korea",2021,1,
0.00,5066.00,"5X","United Parcel Service",12173,"HNL","Honolulu, HI",15092,"SYD","Sydney, Australia",2021,1,
0.00,2117.00,"5X","United Parcel Service",12016,"GUM","Guam, TT",12143,"HKG","Hong Kong, Hong Kong",2021,1,
0.00,5081.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",12143,"HKG","Hong Kong, Hong Kong",2021,1,
0.00,3799.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",12277,"ICN","Seoul, South Korea",2021,1,
0.00,5065.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",15113,"SZX","Shenzhen, China",2021,1,
0.00,3680.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",12699,"KIX","Osaka, Japan",2021,1,
0.00,3433.00,"5X","United Parcel Service",10299,"ANC","Anchorage, AK",13744,"NRT","Tokyo, Japan",2021,1,
0.00,5081.00,"5X","United Parcel Service",12143,"HKG","Hong Kong, Hong Kong",10299,"ANC","Anchorage, AK",2021,1,
0.00,3799.00,"5X","United Parcel Service",12277,"ICN","Seoul, South Korea",10299,"ANC","Anchorage, AK",2021,1,
0.00,4308.00,"5X","United Parcel Service",14309,"PVG","Shanghai, China",10299,"ANC","Anchorage, AK",2021,1,
0.00,5065.00,"5X","United Parcel Service",15113,"SZX","Shenzhen, China",10299,"ANC","Anchorage, AK",2021,1,
0.00,4680.00,"5X","United Parcel Service",15306,"TPE","Taipei, Taiwan",10299,"ANC","Anchorage, AK",2021,1,
0.00,3680.00,"5X","United Parcel Service",12699,"KIX","Osaka, Japan",10299,"ANC","Anchorage, AK",2021,1,
0.00,3433.00,"5X","United Parcel Service",13744,"NRT","Tokyo, Japan",10299,"ANC","Anchorage, AK",2021,1,
0.00,395.00,"5X","United Parcel Service",13487,"MSP","Minneapolis, MN",16232,"YWG","Winnipeg, Canada",2021,1,
0.00,207.00,"5X","United Parcel Service",11637,"FAR","Fargo, ND",16232,"YWG","Winnipeg, Canada",2021,1,
0.00,1999.00,"5X","United Parcel Service",16229,"YVR","Vancouver, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,1640.00,"5X","United Parcel Service",16257,"YYC","Calgary, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,960.00,"5X","United Parcel Service",16257,"YYC","Calgary, Canada",11775,"FSD","Sioux Falls, SD",2021,1,
0.00,496.00,"5X","United Parcel Service",16271,"YYZ","Toronto, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,395.00,"5X","United Parcel Service",16232,"YWG","Winnipeg, Canada",13487,"MSP","Minneapolis, MN",2021,1,
0.00,990.00,"5X","United Parcel Service",16232,"YWG","Winnipeg, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,460.00,"5X","United Parcel Service",16078,"YHM","Hamilton, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,793.00,"5X","United Parcel Service",16128,"YMX","Montreal, Canada",14730,"SDF","Louisville, KY",2021,1,
0.00,1640.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",16257,"YYC","Calgary, Canada",2021,1,
0.00,1999.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",16229,"YVR","Vancouver, Canada",2021,1,
0.00,496.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",16271,"YYZ","Toronto, Canada",2021,1,
0.00,460.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",16078,"YHM","Hamilton, Canada",2021,1,
0.00,793.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",16128,"YMX","Montreal, Canada",2021,1,
0.00,960.00,"5X","United Parcel Service",11775,"FSD","Sioux Falls, SD",16257,"YYC","Calgary, Canada",2021,1,
0.00,3869.00,"5X","United Parcel Service",14100,"PHL","Philadelphia, PA",10970,"CGN","Cologne, Germany",2021,1,
0.00,3564.00,"5X","United Parcel Service",14100,"PHL","Philadelphia, PA",15018,"STN","London, United Kingdom",2021,1,
0.00,3728.00,"5X","United Parcel Service",14100,"PHL","Philadelphia, PA",10920,"CDG","Paris, France",2021,1,
0.00,3482.00,"5X","United Parcel Service",14100,"PHL","Philadelphia, PA",11548,"EMA","Derby, United Kingdom",2021,1,
0.00,3789.00,"5X","United Parcel Service",10970,"CGN","Cologne, Germany",11618,"EWR","Newark, NJ",2021,1,
0.00,3869.00,"5X","United Parcel Service",10970,"CGN","Cologne, Germany",14100,"PHL","Philadelphia, PA",2021,1,
0.00,4362.00,"5X","United Parcel Service",10970,"CGN","Cologne, Germany",14730,"SDF","Louisville, KY",2021,1,
0.00,4062.00,"5X","United Parcel Service",15018,"STN","London, United Kingdom",14730,"SDF","Louisville, KY",2021,1,
0.00,3728.00,"5X","United Parcel Service",10920,"CDG","Paris, France",14100,"PHL","Philadelphia, PA",2021,1,
0.00,3482.00,"5X","United Parcel Service",11548,"EMA","Derby, United Kingdom",14100,"PHL","Philadelphia, PA",2021,1,
0.00,4362.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",10970,"CGN","Cologne, Germany",2021,1,
0.00,7395.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",11455,"DXB","Dubai, United Arab Emirates",2021,1,
0.00,1023.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",14677,"SAL","San Salvador, El Salvador",2021,1,
0.00,848.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",14739,"SDQ","Santo Domingo, Dominican Republic",2021,1,
0.00,1017.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",12010,"GUA","Guatemala City, Guatemala",2021,1,
0.00,1014.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",13269,"MGA","Managua, Nicaragua",2021,1,
0.00,866.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",14681,"SAP","San Pedro Sula, Honduras",2021,1,
0.00,1922.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",12051,"GYE","Guayaquil, Ecuador",2021,1,
0.00,1506.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",10711,"BOG","Bogota, Colombia",2021,1,
0.00,1152.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",14286,"PTY","Panama City, Panama",2021,1,
0.00,1117.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",14838,"SJO","San Jose, Costa Rica",2021,1,
0.00,1787.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",15455,"UIO","Quito, Ecuador",2021,1,
0.00,4024.00,"5X","United Parcel Service",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,690.00,"5X","United Parcel Service",14683,"SAT","San Antonio, TX",11874,"GDL","Guadalajara, Mexico",2021,1,
0.00,1519.00,"5X","United Parcel Service",13252,"MEX","Mexico City, Mexico",14730,"SDF","Louisville, KY",2021,1,
0.00,1023.00,"5X","United Parcel Service",14677,"SAL","San Salvador, El Salvador",13303,"MIA","Miami, FL",2021,1,
0.00,848.00,"5X","United Parcel Service",14739,"SDQ","Santo Domingo, Dominican Republic",13303,"MIA","Miami, FL",2021,1,
0.00,1017.00,"5X","United Parcel Service",12010,"GUA","Guatemala City, Guatemala",13303,"MIA","Miami, FL",2021,1,
0.00,1014.00,"5X","United Parcel Service",13269,"MGA","Managua, Nicaragua",13303,"MIA","Miami, FL",2021,1,
0.00,1164.00,"5X","United Parcel Service",13269,"MGA","Managua, Nicaragua",13204,"MCO","Orlando, FL",2021,1,
0.00,1506.00,"5X","United Parcel Service",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,1117.00,"5X","United Parcel Service",14838,"SJO","San Jose, Costa Rica",13303,"MIA","Miami, FL",2021,1,
0.00,241.00,"5X","United Parcel Service",14843,"SJU","San Juan, PR",14739,"SDQ","Santo Domingo, Dominican Republic",2021,1,
0.00,1607.00,"5X","United Parcel Service",11874,"GDL","Guadalajara, Mexico",14730,"SDF","Louisville, KY",2021,1,
0.00,1787.00,"5X","United Parcel Service",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,1198.00,"5X","United Parcel Service",13514,"MTY","Monterrey, Mexico",14730,"SDF","Louisville, KY",2021,1,
0.00,1519.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",13252,"MEX","Mexico City, Mexico",2021,1,
0.00,1607.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",11874,"GDL","Guadalajara, Mexico",2021,1,
0.00,1198.00,"5X","United Parcel Service",14730,"SDF","Louisville, KY",13514,"MTY","Monterrey, Mexico",2021,1,
0.00,3289.00,"8C","Air Transport International",12016,"GUM","Guam, TT",15092,"SYD","Sydney, Australia",2021,1,
0.00,2117.00,"8C","Air Transport International",12143,"HKG","Hong Kong, Hong Kong",12016,"GUM","Guam, TT",2021,1,
0.00,5066.00,"8C","Air Transport International",15092,"SYD","Sydney, Australia",12173,"HNL","Honolulu, HI",2021,1,
0.00,5518.00,"FJ","Air Pacific Ltd.",12892,"LAX","Los Angeles, CA",13602,"NAN","Nadi, Fiji",2021,1,
0.00,5518.00,"FJ","Air Pacific Ltd.",13602,"NAN","Nadi, Fiji",12892,"LAX","Los Angeles, CA",2021,1,
0.00,3713.00,"LY","El Al Israel Airlines Ltd.",12478,"JFK","New York, NY",12957,"LGG","Liege, Belgium",2021,1,
0.00,5677.00,"LY","El Al Israel Airlines Ltd.",12478,"JFK","New York, NY",15258,"TLV","Tel Aviv, Israel",2021,1,
0.00,3713.00,"LY","El Al Israel Airlines Ltd.",12957,"LGG","Liege, Belgium",12478,"JFK","New York, NY",2021,1,
0.00,5677.00,"LY","El Al Israel Airlines Ltd.",15258,"TLV","Tel Aviv, Israel",12478,"JFK","New York, NY",2021,1,
0.00,4614.00,"LH","Lufthansa German Airlines",10397,"ATL","Atlanta, GA",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,5142.00,"LH","Lufthansa German Airlines",11298,"DFW","Dallas/Fort Worth, TX",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,4614.00,"LH","Lufthansa German Airlines",11760,"FRA","Frankfurt, Germany",10397,"ATL","Atlanta, GA",2021,1,
0.00,5142.00,"LH","Lufthansa German Airlines",11760,"FRA","Frankfurt, Germany",11298,"DFW","Dallas/Fort Worth, TX",2021,1,
0.00,3855.00,"LH","Lufthansa German Airlines",11760,"FRA","Frankfurt, Germany",12478,"JFK","New York, NY",2021,1,
0.00,4343.00,"LH","Lufthansa German Airlines",11760,"FRA","Frankfurt, Germany",13930,"ORD","Chicago, IL",2021,1,
0.00,3855.00,"LH","Lufthansa German Airlines",12478,"JFK","New York, NY",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,935.00,"LH","Lufthansa German Airlines",13252,"MEX","Mexico City, Mexico",11298,"DFW","Dallas/Fort Worth, TX",2021,1,
0.00,4343.00,"LH","Lufthansa German Airlines",13930,"ORD","Chicago, IL",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,4343.00,"LH","Lufthansa German Airlines",11760,"FRA","Frankfurt, Germany",13930,"ORD","Chicago, IL",2021,1,
0.00,4343.00,"LH","Lufthansa German Airlines",13930,"ORD","Chicago, IL",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,96.00,"1YQ","Air Charter, Inc d/b/a Air Flamenco",14843,"SJU","San Juan, PR",11519,"EIS","Road Town, British Virgin Islands",2021,1,
0.00,5995.00,"HA","Hawaiian Airlines Inc.",12277,"ICN","Seoul, South Korea",12892,"LAX","Los Angeles, CA",2021,1,
0.00,1782.00,"L2","Lynden Air Cargo Airlines",12164,"HMO","Hermosillo, Mexico",16091,"YIP","Detroit, MI",2021,1,
0.00,128.00,"L2","Lynden Air Cargo Airlines",13061,"LRD","Laredo, TX",13514,"MTY","Monterrey, Mexico",2021,1,
0.00,1782.00,"L2","Lynden Air Cargo Airlines",16091,"YIP","Detroit, MI",12164,"HMO","Hermosillo, Mexico",2021,1,
0.00,2796.00,"L2","Lynden Air Cargo Airlines",16091,"YIP","Detroit, MI",12651,"KEF","Keflavik/Reykjavik, Iceland",2021,1,
0.00,720.00,"L2","Lynden Air Cargo Airlines",14492,"RDU","Raleigh/Durham, NC",16128,"YMX","Montreal, Canada",2021,1,
0.00,2883.00,"L2","Lynden Air Cargo Airlines",13830,"OGG","Kahului, HI",12349,"INU","Nauru, Nauru",2021,1,
0.00,1416.00,"L2","Lynden Air Cargo Airlines",16232,"YWG","Winnipeg, Canada",15376,"TUS","Tucson, AZ",2021,1,
0.00,1306.00,"L2","Lynden Air Cargo Airlines",15376,"TUS","Tucson, AZ",16115,"YLW","Kelowna, Canada",2021,1,
0.00,128.00,"L2","Lynden Air Cargo Airlines",13514,"MTY","Monterrey, Mexico",13061,"LRD","Laredo, TX",2021,1,
0.00,529.00,"L2","Lynden Air Cargo Airlines",16128,"YMX","Montreal, Canada",16091,"YIP","Detroit, MI",2021,1,
0.00,2845.00,"L2","Lynden Air Cargo Airlines",16115,"YLW","Kelowna, Canada",13830,"OGG","Kahului, HI",2021,1,
0.00,5124.00,"VIQ","Volga-Dnepr Airlines",13744,"NRT","Tokyo, Japan",14771,"SFO","San Francisco, CA",2021,1,
0.00,1553.00,"M7","Aerotransportes Mas De Crga",12892,"LAX","Los Angeles, CA",13252,"MEX","Mexico City, Mexico",2021,1,
0.00,1307.00,"M7","Aerotransportes Mas De Crga",12892,"LAX","Los Angeles, CA",11874,"GDL","Guadalajara, Mexico",2021,1,
0.00,1276.00,"M7","Aerotransportes Mas De Crga",13303,"MIA","Miami, FL",13252,"MEX","Mexico City, Mexico",2021,1,
0.00,1482.00,"M7","Aerotransportes Mas De Crga",13252,"MEX","Mexico City, Mexico",11996,"GSP","Greer, SC",2021,1,
0.00,1553.00,"M7","Aerotransportes Mas De Crga",13252,"MEX","Mexico City, Mexico",12892,"LAX","Los Angeles, CA",2021,1,
0.00,1276.00,"M7","Aerotransportes Mas De Crga",13252,"MEX","Mexico City, Mexico",13303,"MIA","Miami, FL",2021,1,
0.00,1307.00,"M7","Aerotransportes Mas De Crga",11874,"GDL","Guadalajara, Mexico",12892,"LAX","Los Angeles, CA",2021,1,
0.00,1482.00,"M7","Aerotransportes Mas De Crga",11996,"GSP","Greer, SC",13252,"MEX","Mexico City, Mexico",2021,1,
0.00,6485.00,"MU","China Eastern Airlines",12892,"LAX","Los Angeles, CA",14309,"PVG","Shanghai, China",2021,1,
0.00,6580.00,"MU","China Eastern Airlines",12892,"LAX","Los Angeles, CA",13692,"NKG","Nanjing, China",2021,1,
0.00,6390.00,"MU","China Eastern Airlines",12892,"LAX","Los Angeles, CA",15277,"TNA","Jinan, China",2021,1,
0.00,7248.00,"MU","China Eastern Airlines",12892,"LAX","Los Angeles, CA",15113,"SZX","Shenzhen, China",2021,1,
0.00,6828.00,"MU","China Eastern Airlines",12892,"LAX","Los Angeles, CA",11724,"FOC","Fuzhou, China",2021,1,
0.00,6759.00,"MU","China Eastern Airlines",13930,"ORD","Chicago, IL",15127,"TAO","Qingdao, China",2021,1,
0.00,6151.00,"MU","China Eastern Airlines",14771,"SFO","San Francisco, CA",14309,"PVG","Shanghai, China",2021,1,
0.00,6485.00,"MU","China Eastern Airlines",14309,"PVG","Shanghai, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,7058.00,"MU","China Eastern Airlines",14309,"PVG","Shanghai, China",13930,"ORD","Chicago, IL",2021,1,
0.00,6151.00,"MU","China Eastern Airlines",14309,"PVG","Shanghai, China",14771,"SFO","San Francisco, CA",2021,1,
0.00,6580.00,"MU","China Eastern Airlines",13692,"NKG","Nanjing, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,6390.00,"MU","China Eastern Airlines",15277,"TNA","Jinan, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,7248.00,"MU","China Eastern Airlines",15113,"SZX","Shenzhen, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,6828.00,"MU","China Eastern Airlines",11724,"FOC","Fuzhou, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,103.00,"9K","Cape Air",15598,"VIJ","Virgin Gorda, British Virgin Islands",14843,"SJU","San Juan, PR",2021,1,
0.00,37.00,"9K","Cape Air",15598,"VIJ","Virgin Gorda, British Virgin Islands",15024,"STT","Charlotte Amalie, VI",2021,1,
0.00,103.00,"9K","Cape Air",14843,"SJU","San Juan, PR",15598,"VIJ","Virgin Gorda, British Virgin Islands",2021,1,
0.00,240.00,"9K","Cape Air",14843,"SJU","San Juan, PR",13654,"NEV","Nevis, Saint Kitts and Nevis",2021,1,
0.00,37.00,"9K","Cape Air",15024,"STT","Charlotte Amalie, VI",15598,"VIJ","Virgin Gorda, British Virgin Islands",2021,1,
0.00,5504.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",12911,"LCA","Larnaca, Cyprus",2021,1,
0.00,1114.00,"UA","United Air Lines Inc.",16178,"YQX","Gander, Canada",11618,"EWR","Newark, NJ",2021,1,
0.00,7412.00,"UA","United Air Lines Inc.",15258,"TLV","Tel Aviv, Israel",13796,"OAK","Oakland, CA",2021,1,
0.00,4160.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",10752,"BRU","Brussels, Belgium",2021,1,
0.00,4343.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,3953.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",12972,"LHR","London, United Kingdom",2021,1,
0.00,4153.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",10920,"CDG","Paris, France",2021,1,
0.00,4823.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",11651,"FCO","Rome, Italy",2021,1,
0.00,4120.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,4010.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",13560,"MXP","Milan, Italy",2021,1,
0.00,3869.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,3465.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",12972,"LHR","London, United Kingdom",2021,1,
0.00,3945.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",16321,"ZRH","Zurich, Switzerland",2021,1,
0.00,5692.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",15258,"TLV","Tel Aviv, Israel",2021,1,
0.00,4293.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",11651,"FCO","Rome, Italy",2021,1,
0.00,4010.00,"UA","United Air Lines Inc.",13560,"MXP","Milan, Italy",11618,"EWR","Newark, NJ",2021,1,
0.00,4823.00,"UA","United Air Lines Inc.",11651,"FCO","Rome, Italy",13930,"ORD","Chicago, IL",2021,1,
0.00,4293.00,"UA","United Air Lines Inc.",11651,"FCO","Rome, Italy",11618,"EWR","Newark, NJ",2021,1,
0.00,4343.00,"UA","United Air Lines Inc.",11760,"FRA","Frankfurt, Germany",13930,"ORD","Chicago, IL",2021,1,
0.00,3869.00,"UA","United Air Lines Inc.",11760,"FRA","Frankfurt, Germany",11618,"EWR","Newark, NJ",2021,1,
0.00,4080.00,"UA","United Air Lines Inc.",11760,"FRA","Frankfurt, Germany",12264,"IAD","Washington, DC",2021,1,
0.00,4614.00,"UA","United Air Lines Inc.",11760,"FRA","Frankfurt, Germany",10397,"ATL","Atlanta, GA",2021,1,
0.00,3465.00,"UA","United Air Lines Inc.",12972,"LHR","London, United Kingdom",11618,"EWR","Newark, NJ",2021,1,
0.00,3677.00,"UA","United Air Lines Inc.",12972,"LHR","London, United Kingdom",12264,"IAD","Washington, DC",2021,1,
0.00,5456.00,"UA","United Air Lines Inc.",12972,"LHR","London, United Kingdom",12892,"LAX","Los Angeles, CA",2021,1,
0.00,3945.00,"UA","United Air Lines Inc.",16321,"ZRH","Zurich, Switzerland",11618,"EWR","Newark, NJ",2021,1,
0.00,4080.00,"UA","United Air Lines Inc.",12264,"IAD","Washington, DC",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,3677.00,"UA","United Air Lines Inc.",12264,"IAD","Washington, DC",12972,"LHR","London, United Kingdom",2021,1,
0.00,4614.00,"UA","United Air Lines Inc.",10397,"ATL","Atlanta, GA",11760,"FRA","Frankfurt, Germany",2021,1,
0.00,5456.00,"UA","United Air Lines Inc.",12892,"LAX","Los Angeles, CA",12972,"LHR","London, United Kingdom",2021,1,
0.00,7422.00,"UA","United Air Lines Inc.",14771,"SFO","San Francisco, CA",15258,"TLV","Tel Aviv, Israel",2021,1,
0.00,5692.00,"UA","United Air Lines Inc.",15258,"TLV","Tel Aviv, Israel",11618,"EWR","Newark, NJ",2021,1,
0.00,7422.00,"UA","United Air Lines Inc.",15258,"TLV","Tel Aviv, Israel",14771,"SFO","San Francisco, CA",2021,1,
0.00,4153.00,"UA","United Air Lines Inc.",10920,"CDG","Paris, France",13930,"ORD","Chicago, IL",2021,1,
0.00,4120.00,"UA","United Air Lines Inc.",10292,"AMS","Amsterdam, Netherlands",13930,"ORD","Chicago, IL",2021,1,
0.00,4160.00,"UA","United Air Lines Inc.",10752,"BRU","Brussels, Belgium",13930,"ORD","Chicago, IL",2021,1,
0.00,808.00,"UA","United Air Lines Inc.",14312,"PVR","Puerto Vallarta, Mexico",10423,"AUS","Austin, TX",2021,1,
0.00,746.00,"UA","United Air Lines Inc.",13252,"MEX","Mexico City, Mexico",10423,"AUS","Austin, TX",2021,1,
0.00,1277.00,"UA","United Air Lines Inc.",14677,"SAL","San Salvador, El Salvador",10423,"AUS","Austin, TX",2021,1,
0.00,1060.00,"UA","United Air Lines Inc.",12010,"GUA","Guatemala City, Guatemala",13495,"MSY","New Orleans, LA",2021,1,
0.00,1907.00,"UA","United Air Lines Inc.",10821,"BWI","Baltimore, MD",13252,"MEX","Mexico City, Mexico",2021,1,
0.00,1295.00,"UA","United Air Lines Inc.",15192,"TGU","Tegucigalpa, Honduras",10423,"AUS","Austin, TX",2021,1,
0.00,5222.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",11988,"GRU","Sao Paulo, Brazil",2021,1,
0.00,4645.00,"UA","United Air Lines Inc.",12266,"IAH","Houston, TX",14717,"SCL","Santiago, Chile",2021,1,
0.00,5222.00,"UA","United Air Lines Inc.",11988,"GRU","Sao Paulo, Brazil",13930,"ORD","Chicago, IL",2021,1,
0.00,4645.00,"UA","United Air Lines Inc.",14717,"SCL","Santiago, Chile",12266,"IAH","Houston, TX",2021,1,
0.00,2841.00,"UA","United Air Lines Inc.",12173,"HNL","Honolulu, HI",12798,"KSA","Kosrae, Federated States of Micronesia",2021,1,
0.00,3482.00,"UA","United Air Lines Inc.",12173,"HNL","Honolulu, HI",15237,"TKK","Chuuk, Federated States of Micronesia",2021,1,
0.00,3091.00,"UA","United Air Lines Inc.",12173,"HNL","Honolulu, HI",14186,"PNI","Pohnpei, Federated States of Micronesia",2021,1,
0.00,1590.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",12845,"KWA","Kwajalein, Marshall Islands",2021,1,
0.00,1358.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",12798,"KSA","Kosrae, Federated States of Micronesia",2021,1,
0.00,633.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",15237,"TKK","Chuuk, Federated States of Micronesia",2021,1,
0.00,1358.00,"UA","United Air Lines Inc.",12798,"KSA","Kosrae, Federated States of Micronesia",12016,"GUM","Guam, TT",2021,1,
0.00,5066.00,"UA","United Air Lines Inc.",15092,"SYD","Sydney, Australia",12173,"HNL","Honolulu, HI",2021,1,
0.00,6580.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",14066,"PEK","Beijing, China",2021,1,
0.00,7793.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",12143,"HKG","Hong Kong, Hong Kong",2021,1,
0.00,7058.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",14309,"PVG","Shanghai, China",2021,1,
0.00,7457.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",15306,"TPE","Taipei, Taiwan",2021,1,
0.00,6274.00,"UA","United Air Lines Inc.",13930,"ORD","Chicago, IL",13744,"NRT","Tokyo, Japan",2021,1,
0.00,6831.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",14066,"PEK","Beijing, China",2021,1,
0.00,6731.00,"UA","United Air Lines Inc.",11618,"EWR","Newark, NJ",13744,"NRT","Tokyo, Japan",2021,1,
0.00,6580.00,"UA","United Air Lines Inc.",14066,"PEK","Beijing, China",13930,"ORD","Chicago, IL",2021,1,
0.00,6831.00,"UA","United Air Lines Inc.",14066,"PEK","Beijing, China",11618,"EWR","Newark, NJ",2021,1,
0.00,2117.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",12143,"HKG","Hong Kong, Hong Kong",2021,1,
0.00,1901.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",14309,"PVG","Shanghai, China",2021,1,
0.00,814.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",14583,"ROR","Koror, Palau",2021,1,
0.00,2914.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",14824,"SIN","Singapore, Singapore",2021,1,
0.00,1597.00,"UA","United Air Lines Inc.",12016,"GUM","Guam, TT",13408,"MNL","Manila, Philippines",2021,1,
0.00,6504.00,"UA","United Air Lines Inc.",12892,"LAX","Los Angeles, CA",10244,"AKL","Auckland, New Zealand",2021,1,
