"PASSENGERS","DISTANCE","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","YEAR","MONTH",
0.00,2470.00,"2GQ","Cavok Air LLC",13269,"MGA","Managua, Nicaragua",14691,"SBD","San Bernardino, CA",2021,1,
0.00,2077.00,"2GQ","Cavok Air LLC",13269,"MGA","Managua, Nicaragua",14512,"RFD","Rockford, IL",2021,1,
0.00,2470.00,"2GQ","Cavok Air LLC",14691,"SBD","San Bernardino, CA",13269,"MGA","Managua, Nicaragua",2021,1,
0.00,3457.00,"KL","Klm Royal Dutch Airlines",10721,"BOS","Boston, MA",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,4120.00,"KL","Klm Royal Dutch Airlines",13930,"ORD","Chicago, IL",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,3457.00,"KL","Klm Royal Dutch Airlines",10292,"AMS","Amsterdam, Netherlands",10721,"BOS","Boston, MA",2021,1,
0.00,4120.00,"KL","Klm Royal Dutch Airlines",10292,"AMS","Amsterdam, Netherlands",13930,"ORD","Chicago, IL",2021,1,
0.00,6828.00,"MF","Xiamen Airlines Co., Ltd.",12892,"LAX","Los Angeles, CA",11724,"FOC","Fuzhou, China",2021,1,
0.00,6964.00,"MF","Xiamen Airlines Co., Ltd.",12892,"LAX","Los Angeles, CA",15917,"XMN","Xiamen, China",2021,1,
0.00,6828.00,"MF","Xiamen Airlines Co., Ltd.",11724,"FOC","Fuzhou, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,6964.00,"MF","Xiamen Airlines Co., Ltd.",15917,"XMN","Xiamen, China",12892,"LAX","Los Angeles, CA",2021,1,
0.00,4633.00,"MP","Martinair Holland N.V.",13303,"MIA","Miami, FL",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,1506.00,"MP","Martinair Holland N.V.",13303,"MIA","Miami, FL",10711,"BOG","Bogota, Colombia",2021,1,
0.00,1017.00,"MP","Martinair Holland N.V.",13303,"MIA","Miami, FL",12010,"GUA","Guatemala City, Guatemala",2021,1,
0.00,1787.00,"MP","Martinair Holland N.V.",13303,"MIA","Miami, FL",15455,"UIO","Quito, Ecuador",2021,1,
0.00,4120.00,"MP","Martinair Holland N.V.",13930,"ORD","Chicago, IL",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,4633.00,"MP","Martinair Holland N.V.",10292,"AMS","Amsterdam, Netherlands",13303,"MIA","Miami, FL",2021,1,
0.00,4120.00,"MP","Martinair Holland N.V.",10292,"AMS","Amsterdam, Netherlands",13930,"ORD","Chicago, IL",2021,1,
0.00,4118.00,"MP","Martinair Holland N.V.",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,1506.00,"MP","Martinair Holland N.V.",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,1787.00,"MP","Martinair Holland N.V.",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,6274.00,"JL","Japan Air Lines Co. Ltd.",13930,"ORD","Chicago, IL",13744,"NRT","Tokyo, Japan",2021,1,
0.00,6427.00,"JL","Japan Air Lines Co. Ltd.",11298,"DFW","Dallas/Fort Worth, TX",13744,"NRT","Tokyo, Japan",2021,1,
0.00,5451.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",12892,"LAX","Los Angeles, CA",2021,1,
0.00,6274.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",13930,"ORD","Chicago, IL",2021,1,
0.00,6427.00,"JL","Japan Air Lines Co. Ltd.",13744,"NRT","Tokyo, Japan",11298,"DFW","Dallas/Fort Worth, TX",2021,1,
0.00,1506.00,"DHQ","DHL Aero Expresso",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,1017.00,"DHQ","DHL Aero Expresso",12010,"GUA","Guatemala City, Guatemala",13303,"MIA","Miami, FL",2021,1,
0.00,1506.00,"DHQ","DHL Aero Expresso",13303,"MIA","Miami, FL",10711,"BOG","Bogota, Colombia",2021,1,
0.00,1017.00,"DHQ","DHL Aero Expresso",13303,"MIA","Miami, FL",12010,"GUA","Guatemala City, Guatemala",2021,1,
0.00,1152.00,"DHQ","DHL Aero Expresso",13303,"MIA","Miami, FL",14286,"PTY","Panama City, Panama",2021,1,
0.00,1117.00,"DHQ","DHL Aero Expresso",13303,"MIA","Miami, FL",14838,"SJO","San Jose, Costa Rica",2021,1,
0.00,1152.00,"DHQ","DHL Aero Expresso",14286,"PTY","Panama City, Panama",13303,"MIA","Miami, FL",2021,1,
0.00,1023.00,"DHQ","DHL Aero Expresso",14677,"SAL","San Salvador, El Salvador",13303,"MIA","Miami, FL",2021,1,
0.00,866.00,"DHQ","DHL Aero Expresso",14681,"SAP","San Pedro Sula, Honduras",13303,"MIA","Miami, FL",2021,1,
0.00,1117.00,"DHQ","DHL Aero Expresso",14838,"SJO","San Jose, Costa Rica",13303,"MIA","Miami, FL",2021,1,
0.00,4072.00,"JJ","Transportes Aeros Meridiona",11988,"GRU","Sao Paulo, Brazil",13303,"MIA","Miami, FL",2021,1,
0.00,4024.00,"JJ","Transportes Aeros Meridiona",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,4072.00,"JJ","Transportes Aeros Meridiona",13303,"MIA","Miami, FL",11988,"GRU","Sao Paulo, Brazil",2021,1,
0.00,4118.00,"JJ","Transportes Aeros Meridiona",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,4072.00,"JJ","Transportes Aeros Meridiona",11988,"GRU","Sao Paulo, Brazil",13303,"MIA","Miami, FL",2021,1,
0.00,3839.00,"JJ","Transportes Aeros Meridiona",13303,"MIA","Miami, FL",14496,"REC","Recife, Brazil",2021,1,
0.00,4024.00,"JJ","Transportes Aeros Meridiona",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,4072.00,"JJ","Transportes Aeros Meridiona",13303,"MIA","Miami, FL",11988,"GRU","Sao Paulo, Brazil",2021,1,
0.00,4118.00,"JJ","Transportes Aeros Meridiona",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,1506.00,"L7","Lan Colombia",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,1017.00,"L7","Lan Colombia",12010,"GUA","Guatemala City, Guatemala",13303,"MIA","Miami, FL",2021,1,
0.00,1388.00,"L7","Lan Colombia",13218,"MDE","Medellin, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,3407.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11020,"CJC","Calama, Chile",2021,1,
0.00,4240.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11698,"FLN","Florianopolis, Brazil",2021,1,
0.00,1506.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",10711,"BOG","Bogota, Colombia",2021,1,
0.00,1017.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",12010,"GUA","Guatemala City, Guatemala",2021,1,
0.00,4024.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,2608.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",12986,"LIM","Lima, Peru",2021,1,
0.00,1388.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",13218,"MDE","Medellin, Colombia",2021,1,
0.00,1087.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",10486,"BAQ","Barranquilla, Colombia",2021,1,
0.00,1552.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11052,"CLO","Cali, Colombia",2021,1,
0.00,1152.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",14286,"PTY","Panama City, Panama",2021,1,
0.00,1117.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",14838,"SJO","San Jose, Costa Rica",2021,1,
0.00,4072.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11988,"GRU","Sao Paulo, Brazil",2021,1,
0.00,4162.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11915,"GIG","Rio de Janeiro, Brazil",2021,1,
0.00,2402.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",13166,"MAO","Manaus, Brazil",2021,1,
0.00,3912.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",10209,"AGT","Ciudad del Este, Paraguay",2021,1,
0.00,3824.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",10386,"ASU","Asuncion, Paraguay",2021,1,
0.00,4462.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",13532,"MVD","Montevideo, Uruguay",2021,1,
0.00,4216.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",10952,"CFB","Cabo Frio, Brazil",2021,1,
0.00,4095.00,"L7","Lan Colombia",13303,"MIA","Miami, FL",11204,"CWB","Curitiba, Brazil",2021,1,
0.00,1117.00,"L7","Lan Colombia",14838,"SJO","San Jose, Costa Rica",13303,"MIA","Miami, FL",2021,1,
0.00,1787.00,"L7","Lan Colombia",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,1506.00,"LA","Lan-Chile Airlines",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,4406.00,"LA","Lan-Chile Airlines",11625,"EZE","Ezeiza, Argentina",13303,"MIA","Miami, FL",2021,1,
0.00,2608.00,"LA","Lan-Chile Airlines",12986,"LIM","Lima, Peru",13303,"MIA","Miami, FL",2021,1,
0.00,3407.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",11020,"CJC","Calama, Chile",2021,1,
0.00,4406.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",11625,"EZE","Ezeiza, Argentina",2021,1,
0.00,4633.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",10292,"AMS","Amsterdam, Netherlands",2021,1,
0.00,3839.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",14496,"REC","Recife, Brazil",2021,1,
0.00,4024.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,2608.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",12986,"LIM","Lima, Peru",2021,1,
0.00,3912.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",10209,"AGT","Ciudad del Este, Paraguay",2021,1,
0.00,3824.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",10386,"ASU","Asuncion, Paraguay",2021,1,
0.00,4462.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",13532,"MVD","Montevideo, Uruguay",2021,1,
0.00,4118.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",14717,"SCL","Santiago, Chile",2021,1,
0.00,1787.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",15455,"UIO","Quito, Ecuador",2021,1,
0.00,4118.00,"LA","Lan-Chile Airlines",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,1787.00,"LA","Lan-Chile Airlines",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,5569.00,"LA","Lan-Chile Airlines",12892,"LAX","Los Angeles, CA",14717,"SCL","Santiago, Chile",2021,1,
0.00,4406.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",11625,"EZE","Ezeiza, Argentina",2021,1,
0.00,4118.00,"LA","Lan-Chile Airlines",13303,"MIA","Miami, FL",14717,"SCL","Santiago, Chile",2021,1,
0.00,5569.00,"LA","Lan-Chile Airlines",14717,"SCL","Santiago, Chile",12892,"LAX","Los Angeles, CA",2021,1,
0.00,4118.00,"LA","Lan-Chile Airlines",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,1787.00,"LA","Lan-Chile Airlines",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,2608.00,"LP","Lan Peru Airlines",12986,"LIM","Lima, Peru",13303,"MIA","Miami, FL",2021,1,
0.00,2608.00,"LP","Lan Peru Airlines",13303,"MIA","Miami, FL",12986,"LIM","Lima, Peru",2021,1,
0.00,1506.00,"M3","ABSA-Aerolinhas Brasileiras",10711,"BOG","Bogota, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,2402.00,"M3","ABSA-Aerolinhas Brasileiras",13166,"MAO","Manaus, Brazil",13303,"MIA","Miami, FL",2021,1,
0.00,1388.00,"M3","ABSA-Aerolinhas Brasileiras",13218,"MDE","Medellin, Colombia",13303,"MIA","Miami, FL",2021,1,
0.00,4240.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",11698,"FLN","Florianopolis, Brazil",2021,1,
0.00,3839.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",14496,"REC","Recife, Brazil",2021,1,
0.00,4024.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",15567,"VCP","Sao Paulo, Brazil",2021,1,
0.00,3963.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",11082,"CNF","Belo Horizonte, Brazil",2021,1,
0.00,4072.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",11988,"GRU","Sao Paulo, Brazil",2021,1,
0.00,4162.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",11915,"GIG","Rio de Janeiro, Brazil",2021,1,
0.00,2402.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",13166,"MAO","Manaus, Brazil",2021,1,
0.00,3881.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",14991,"SSA","Salvador, Brazil",2021,1,
0.00,3824.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",10386,"ASU","Asuncion, Paraguay",2021,1,
0.00,4216.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",10952,"CFB","Cabo Frio, Brazil",2021,1,
0.00,4095.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",11204,"CWB","Curitiba, Brazil",2021,1,
0.00,4294.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",14196,"POA","Porto Alegre, Brazil",2021,1,
0.00,4152.00,"M3","ABSA-Aerolinhas Brasileiras",13303,"MIA","Miami, FL",15603,"VIX","Vitoria, Brazil",2021,1,
0.00,4118.00,"M3","ABSA-Aerolinhas Brasileiras",14717,"SCL","Santiago, Chile",13303,"MIA","Miami, FL",2021,1,
0.00,1787.00,"M3","ABSA-Aerolinhas Brasileiras",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,1,
0.00,4024.00,"M3","ABSA-Aerolinhas Brasileiras",15567,"VCP","Sao Paulo, Brazil",13303,"MIA","Miami, FL",2021,1,
0.00,1583.00,"AMQ","Ameristar Air Cargo",10198,"AGC","Pittsburgh, PA",14886,"SLW","Saltillo, Mexico",2021,1,
0.00,1454.00,"AMQ","Ameristar Air Cargo",11871,"GDC","Greenville, SC",14022,"PBC","Puebla, Mexico",2021,1,
0.00,1487.00,"AMQ","Ameristar Air Cargo",14656,"RWI","Rocky Mount, NC",13514,"MTY","Monterrey, Mexico",2021,1,
0.00,447.00,"AMQ","Ameristar Air Cargo",12191,"HOU","Houston, TX",14886,"SLW","Saltillo, Mexico",2021,1,
0.00,398.00,"AMQ","Ameristar Air Cargo",12191,"HOU","Houston, TX",13514,"MTY","Monterrey, Mexico",2021,1,
0.00,748.00,"AMQ","Ameristar Air Cargo",12191,"HOU","Houston, TX",14022,"PBC","Puebla, Mexico",2021,1,
0.00,983.00,"AMQ","Ameristar Air Cargo",13198,"MCI","Kansas City, MO",13514,"MTY","Monterrey, Mexico",2021,1,
0.00,128.00,"AMQ","Ameristar Air Cargo",13514,"MTY","Monterrey, Mexico",13061,"LRD","Laredo, TX",2021,1,
0.00,581.00,"AMQ","Ameristar Air Cargo",14022,"PBC","Puebla, Mexico",13061,"LRD","Laredo, TX",2021,1,
0.00,713.00,"AMQ","Ameristar Air Cargo",14492,"RDU","Raleigh/Durham, NC",16217,"YUL","Montreal, Canada",2021,1,
0.00,165.00,"AMQ","Ameristar Air Cargo",14886,"SLW","Saltillo, Mexico",13061,"LRD","Laredo, TX",2021,1,
0.00,537.00,"AMQ","Ameristar Air Cargo",16217,"YUL","Montreal, Canada",16091,"YIP","Detroit, MI",2021,1,
0.00,240.00,"9K","Cape Air",13654,"NEV","Nevis, Saint Kitts and Nevis",14843,"SJU","San Juan, PR",2021,3,
0.00,37.00,"9K","Cape Air",15024,"STT","Charlotte Amalie, VI",15598,"VIJ","Virgin Gorda, British Virgin Islands",2021,3,
0.00,240.00,"9K","Cape Air",14843,"SJU","San Juan, PR",13654,"NEV","Nevis, Saint Kitts and Nevis",2021,3,
0.00,103.00,"9K","Cape Air",14843,"SJU","San Juan, PR",15598,"VIJ","Virgin Gorda, British Virgin Islands",2021,3,
0.00,37.00,"9K","Cape Air",15598,"VIJ","Virgin Gorda, British Virgin Islands",15024,"STT","Charlotte Amalie, VI",2021,3,
0.00,103.00,"9K","Cape Air",15598,"VIJ","Virgin Gorda, British Virgin Islands",14843,"SJU","San Juan, PR",2021,3,
0.00,1969.00,"M6","Amerijet International",13303,"MIA","Miami, FL",11888,"GEO","Georgetown, Guyana",2021,3,
0.00,1276.00,"M6","Amerijet International",13303,"MIA","Miami, FL",13252,"MEX","Mexico City, Mexico",2021,3,
0.00,1023.00,"M6","Amerijet International",13303,"MIA","Miami, FL",14677,"SAL","San Salvador, El Salvador",2021,3,
0.00,713.00,"M6","Amerijet International",13303,"MIA","Miami, FL",14012,"PAP","Port-au-Prince, Haiti",2021,3,
0.00,848.00,"M6","Amerijet International",13303,"MIA","Miami, FL",14739,"SDQ","Santo Domingo, Dominican Republic",2021,3,
0.00,1014.00,"M6","Amerijet International",13303,"MIA","Miami, FL",13269,"MGA","Managua, Nicaragua",2021,3,
0.00,1330.00,"M6","Amerijet International",13303,"MIA","Miami, FL",10312,"ANU","St. Johns, Antigua and Barbuda",2021,3,
0.00,1224.00,"M6","Amerijet International",13303,"MIA","Miami, FL",15084,"SXM","Philipsburg, Sint Maarten",2021,3,
0.00,586.00,"M6","Amerijet International",13303,"MIA","Miami, FL",12693,"KIN","Kingston, Jamaica",2021,3,
0.00,1152.00,"M6","Amerijet International",13303,"MIA","Miami, FL",14286,"PTY","Panama City, Panama",2021,3,
0.00,1133.00,"M6","Amerijet International",13303,"MIA","Miami, FL",10411,"AUA","Aruba, Aruba",2021,3,
0.00,767.00,"M6","Amerijet International",13303,"MIA","Miami, FL",10846,"BZE","Belize City, Belize",2021,3,
0.00,1505.00,"M6","Amerijet International",13303,"MIA","Miami, FL",15513,"UVF","St. Lucia, Saint Lucia",2021,3,
0.00,1611.00,"M6","Amerijet International",13303,"MIA","Miami, FL",10575,"BGI","Barbados/Bridgetown, Barbados",2021,3,
0.00,1622.00,"M6","Amerijet International",13303,"MIA","Miami, FL",14210,"POS","Port of Spain, Trinidad and Tobago",2021,3,
0.00,1787.00,"M6","Amerijet International",13303,"MIA","Miami, FL",15455,"UIO","Quito, Ecuador",2021,3,
0.00,4644.00,"M6","Amerijet International",13303,"MIA","Miami, FL",10752,"BRU","Brussels, Belgium",2021,3,
0.00,943.00,"M6","Amerijet International",13618,"NBW","Guantanamo, Cuba",10994,"CHS","Charleston, SC",2021,3,
0.00,1276.00,"M6","Amerijet International",13252,"MEX","Mexico City, Mexico",13303,"MIA","Miami, FL",2021,3,
0.00,1023.00,"M6","Amerijet International",14677,"SAL","San Salvador, El Salvador",13303,"MIA","Miami, FL",2021,3,
0.00,713.00,"M6","Amerijet International",14012,"PAP","Port-au-Prince, Haiti",13303,"MIA","Miami, FL",2021,3,
0.00,848.00,"M6","Amerijet International",14739,"SDQ","Santo Domingo, Dominican Republic",13303,"MIA","Miami, FL",2021,3,
0.00,1014.00,"M6","Amerijet International",13269,"MGA","Managua, Nicaragua",13303,"MIA","Miami, FL",2021,3,
0.00,1330.00,"M6","Amerijet International",10312,"ANU","St. Johns, Antigua and Barbuda",13303,"MIA","Miami, FL",2021,3,
0.00,586.00,"M6","Amerijet International",12693,"KIN","Kingston, Jamaica",13303,"MIA","Miami, FL",2021,3,
0.00,1152.00,"M6","Amerijet International",14286,"PTY","Panama City, Panama",13303,"MIA","Miami, FL",2021,3,
0.00,767.00,"M6","Amerijet International",10846,"BZE","Belize City, Belize",13303,"MIA","Miami, FL",2021,3,
0.00,1535.00,"M6","Amerijet International",11950,"GND","Grenada, Grenada",13303,"MIA","Miami, FL",2021,3,
0.00,759.00,"M6","Amerijet International",15013,"STI","Santiago, Dominican Republic",13303,"MIA","Miami, FL",2021,3,
0.00,1224.00,"M6","Amerijet International",15084,"SXM","Philipsburg, Sint Maarten",13303,"MIA","Miami, FL",2021,3,
0.00,1271.00,"M6","Amerijet International",14849,"SKB","St. Kitts, Saint Kitts and Nevis",13303,"MIA","Miami, FL",2021,3,
0.00,2000.00,"M6","Amerijet International",14838,"SJO","San Jose, Costa Rica",11193,"CVG","Cincinnati, OH",2021,3,
0.00,1117.00,"M6","Amerijet International",14838,"SJO","San Jose, Costa Rica",13303,"MIA","Miami, FL",2021,3,
0.00,1611.00,"M6","Amerijet International",10575,"BGI","Barbados/Bridgetown, Barbados",13303,"MIA","Miami, FL",2021,3,
0.00,1622.00,"M6","Amerijet International",14210,"POS","Port of Spain, Trinidad and Tobago",13303,"MIA","Miami, FL",2021,3,
0.00,308.00,"M6","Amerijet International",14843,"SJU","San Juan, PR",15013,"STI","Santiago, Dominican Republic",2021,3,
0.00,1787.00,"M6","Amerijet International",15455,"UIO","Quito, Ecuador",13303,"MIA","Miami, FL",2021,3,
0.00,4644.00,"M6","Amerijet International",10752,"BRU","Brussels, Belgium",13303,"MIA","Miami, FL",2021,3,
0.00,3293.00,"M6","Amerijet International",10752,"BRU","Brussels, Belgium",10581,"BGR","Bangor, ME",2021,3,
0.00,943.00,"M6","Amerijet International",10994,"CHS","Charleston, SC",13618,"NBW","Guantanamo, Cuba",2021,3,
0.00,1969.00,"M6","Amerijet International",11888,"GEO","Georgetown, Guyana",13303,"MIA","Miami, FL",2021,3,
0.00,2171.00,"M6","Amerijet International",14030,"PBM","Zanderij, Suriname",13303,"MIA","Miami, FL",2021,3,
0.00,1515.00,"M6","Amerijet International",15052,"SVD","St. Vincent, Saint Vincent and the Grenadines",13303,"MIA","Miami, FL",2021,3,
0.00,8070.00,"CX","Cathay Pacific Airways Ltd.",12478,"JFK","New York, NY",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,7260.00,"CX","Cathay Pacific Airways Ltd.",12892,"LAX","Los Angeles, CA",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,6927.00,"CX","Cathay Pacific Airways Ltd.",14771,"SFO","San Francisco, CA",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,7793.00,"CX","Cathay Pacific Airways Ltd.",13930,"ORD","Chicago, IL",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,8971.00,"CX","Cathay Pacific Airways Ltd.",13303,"MIA","Miami, FL",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,8120.00,"CX","Cathay Pacific Airways Ltd.",11298,"DFW","Dallas/Fort Worth, TX",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,8020.00,"CX","Cathay Pacific Airways Ltd.",12917,"LCK","Columbus, OH",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,8394.00,"CX","Cathay Pacific Airways Ltd.",10397,"ATL","Atlanta, GA",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,8070.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",12478,"JFK","New York, NY",2021,3,
0.00,7260.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",12892,"LAX","Los Angeles, CA",2021,3,
0.00,6927.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",14771,"SFO","San Francisco, CA",2021,3,
0.00,7793.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",13930,"ORD","Chicago, IL",2021,3,
0.00,8971.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",13303,"MIA","Miami, FL",2021,3,
0.00,8120.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",11298,"DFW","Dallas/Fort Worth, TX",2021,3,
0.00,8020.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",12917,"LCK","Columbus, OH",2021,3,
0.00,8394.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",10397,"ATL","Atlanta, GA",2021,3,
0.00,6571.00,"CX","Cathay Pacific Airways Ltd.",12143,"HKG","Hong Kong, Hong Kong",14057,"PDX","Portland, OR",2021,3,
0.00,6571.00,"CX","Cathay Pacific Airways Ltd.",14057,"PDX","Portland, OR",12143,"HKG","Hong Kong, Hong Kong",2021,3,
0.00,6849.00,"EK","Emirates",12478,"JFK","New York, NY",11455,"DXB","Dubai, United Arab Emirates",2021,3,
0.00,7247.00,"EK","Emirates",13930,"ORD","Chicago, IL",11455,"DXB","Dubai, United Arab Emirates",2021,3,
0.00,7754.00,"EK","Emirates",13204,"MCO","Orlando, FL",11455,"DXB","Dubai, United Arab Emirates",2021,3,
0.00,8038.00,"EK","Emirates",11298,"DFW","Dallas/Fort Worth, TX",11455,"DXB","Dubai, United Arab Emirates",2021,3,
0.00,7069.00,"EK","Emirates",12264,"IAD","Washington, DC",11455,"DXB","Dubai, United Arab Emirates",2021,3,
0.00,7247.00,"EK","Emirates",11455,"DXB","Dubai, United Arab Emirates",13930,"ORD","Chicago, IL",2021,3,
0.00,8038.00,"EK","Emirates",11455,"DXB","Dubai, United Arab Emirates",11298,"DFW","Dallas/Fort Worth, TX",2021,3,
0.00,7069.00,"EK","Emirates",11455,"DXB","Dubai, United Arab Emirates",12264,"IAD","Washington, DC",2021,3,
0.00,4267.00,"LO","Polskie Linie Lotnicze",12478,"JFK","New York, NY",15718,"WAW","Warsaw, Poland",2021,3,
0.00,4686.00,"LO","Polskie Linie Lotnicze",13930,"ORD","Chicago, IL",15718,"WAW","Warsaw, Poland",2021,3,
0.00,4267.00,"LO","Polskie Linie Lotnicze",15718,"WAW","Warsaw, Poland",12478,"JFK","New York, NY",2021,3,
0.00,4686.00,"LO","Polskie Linie Lotnicze",15718,"WAW","Warsaw, Poland",13930,"ORD","Chicago, IL",2021,3,
0.00,3719.00,"2KQ","Longtail Aviation Ltd.",12478,"JFK","New York, NY",13491,"MST","Maastricht, Netherlands",2021,3,
0.00,3719.00,"2KQ","Longtail Aviation Ltd.",13491,"MST","Maastricht, Netherlands",12478,"JFK","New York, NY",2021,3,
0.00,3713.00,"2KQ","Longtail Aviation Ltd.",12957,"LGG","Liege, Belgium",12478,"JFK","New York, NY",2021,3,
0.00,6485.00,"CK","China Cargo Airline",14309,"PVG","Shanghai, China",12892,"LAX","Los Angeles, CA",2021,3,
0.00,7058.00,"CK","China Cargo Airline",14309,"PVG","Shanghai, China",13930,"ORD","Chicago, IL",2021,3,
0.00,6485.00,"CK","China Cargo Airline",12892,"LAX","Los Angeles, CA",14309,"PVG","Shanghai, China",2021,3,
